chapter 1,https://www.tutorialspoint.com/computer_logical_organization/index.htm
chapter 2,https://www.tutorialspoint.com/computer_logical_organization/overview.htm
chapter 3,https://www.tutorialspoint.com/computer_logical_organization/digital_number_system.htm
